ambient_temperature,irradiation,dc_power
25.184316133333333,0.0,0.0
25.08458866666667,0.0,0.0
24.935752600000004,0.0,0.0
24.8461304,0.0,0.0
24.621525357142858,0.0,0.0
24.5360922,0.0,0.0
24.638673866666664,0.0,0.0
24.87302233333333,0.0,0.0
24.936930466666663,0.0,0.0
25.0122476,0.0,0.0
25.00514933333333,0.0,0.0
24.993019533333328,0.0,0.0
25.016309428571425,0.0,0.0
24.985215266666664,0.0,0.0
24.93773193333333,0.0,0.0
24.87909953333333,0.0,0.0
24.6789022,0.0,0.0
24.3519308,0.0,0.0
24.0626222,0.0,0.0
24.013224200000003,0.0,0.0
24.1771058,0.0,0.0
24.304888,0.0,0.0
24.328727266666665,0.0,0.0
24.28921113333333,0.0008627212413333,0.0
24.088446066666663,0.0058869571866666,0.03714285714
24.01163526666667,0.0222816074666666,0.278
23.976731266666665,0.0494097238666666,0.6265714286
24.21899,0.0953944536,1.22475
24.5373984,0.1419404433333333,1.734571429
24.8159595,0.1547126757142856,1.856375
24.988789866666668,0.1487991533333333,1.8422857140000002
25.21618033333333,0.1447934189333333,1.877875
25.41951306666667,0.2016386213333333,3.246
25.95908213333333,0.3457076533333333,3.9175
26.430782066666666,0.4053485726666666,4.322
26.8318298,0.3124267953333332,4.257125
27.6209698,0.6231526486666666,5.706714286
27.98836207142857,0.3448840357142857,4.0155
27.516727866666667,0.2492484,3.219285714
27.450107666666668,0.5412059773333334,6.454428571
28.632191866666663,0.670675372,6.008375
28.768912733333337,0.5722834766666666,6.637285714
29.35144260000001,0.4551483833333333,4.39975
28.854707866666665,0.3619616539999999,4.360571428999999
29.410819333333336,0.6365608813333332,6.8295
30.21606228571428,0.5857872135714286,5.969
30.2870728,0.5570693833333333,6.226125
30.811049333333333,0.4679868693333333,9.420285714
31.305375066666663,0.5149625866666667,8.2325
31.50729773333333,0.7878660286666666,10.54657143
32.147684733333335,0.6492476293333334,8.517
32.39142040000001,0.761243312,8.006285713999999
32.622796071428574,0.4160351014285714,6.089375
32.49706446666666,0.489243946,6.359714286
32.52462140000001,0.574561224,7.588
32.67847086666667,0.560985624,7.471375
33.763185400000005,0.7350834633333333,9.555
34.13076993333335,0.8936614913333333,10.64275
34.08138426666667,0.466788824,5.429857143
33.69572221428571,0.5421384957142857,6.74225
33.89057606666666,0.3988885433333333,5.920428571
34.043744000000004,0.4472921486666666,6.339375
34.40285233333333,0.5651963973333332,6.51
34.430942666666674,0.3462306933333333,4.6945
34.38115033333334,0.3581823699999999,4.551142856999999
34.12625693333333,0.3288961193333332,4.08125
34.35660993333333,0.344954196,4.3382857139999995
33.86159653333333,0.260346758,3.259625
33.443313571428575,0.1668127414285714,2.0678571430000003
33.30025473333334,0.1738986373333333,2.011375
33.03212220000001,0.08716189,1.091
32.311871133333334,0.0384030336,0.485875
31.13241364285714,0.0225449364285714,0.264
29.243110933333337,0.00914994484,0.07828571429
28.495518,0.001841024544,0.0
27.8840638,0.0,0.0
27.455975400000003,0.0,0.0
27.0975484,0.0,0.0
27.01870113333333,0.00012538276,0.0
23.787237466666667,0.000100219904,0.0
22.66317964285714,0.0,0.0
23.412097066666668,0.0,0.0
22.30098866666667,0.0,0.0
22.0374816,0.0,0.0
22.168518066666667,0.0,0.0
22.1193604,0.0,0.0
22.221250333333334,0.0,0.0
22.236828466666665,0.0,0.0
22.22185842857143,0.0,0.0
22.149312533333333,0.0,0.0
22.104713866666668,0.0,0.0
22.057079933333338,0.0,0.0
22.23601830769231,0.0,0.0
21.68216,0.0,0.0
21.6884114,0.0,0.0
21.510408533333337,0.0,0.0
21.496287,0.0,0.0
21.6459126,0.0,0.0
21.674314200000005,0.0,0.0
21.73142093333333,0.0,0.0
21.78016573333333,0.0,0.0
21.85855535714285,0.0,0.0
21.89991073333333,0.0,0.0
21.92704853333333,0.0,0.0
22.028684400000003,0.0,0.0
21.93278,0.0,0.0
21.866251666666663,0.0,0.0
21.876585066666664,0.0,0.0
21.959989266666664,0.0001471694642,0.0
21.9232375,0.0062059593785714,0.049285714290000004
21.860400400000003,0.0236337368666666,0.309
21.985833666666664,0.0495149681333333,0.6517142857
22.13967073333333,0.0792696434666666,1.054375
22.45271393333333,0.1090379683333333,1.458571429
22.6524518,0.1381154516666666,1.852625
22.97513853333333,0.1741175246666666,2.322142857
23.38855407142857,0.2436428057142857,3.222
23.8905234,0.2980529893333333,3.96
24.42785433333333,0.3386504113333334,4.5445
25.166898466666662,0.4275489526666667,5.652
25.757175666666665,0.4700814853333333,6.13575
25.999422266666667,0.4611857686666666,5.922
26.297007333333337,0.41958991,5.344571428999999
26.59366866666667,0.420493884,5.574875
27.030969466666665,0.5405936786666665,6.7902857139999995
27.611354533333337,0.491453022,8.00475
27.93121328571429,0.4697288307142857,7.432
28.2829874,0.654436842,9.595875
28.78232633333333,0.5955213746666665,8.451
29.1554974,0.5752638966666666,8.44225
29.3643758,0.5423748746666666,7.019714286
29.6892496,0.4934305533333333,7.33525
29.8473918,0.62278731,9.031857143
30.089862066666665,0.6620043019999999,8.473875
30.376898714285712,0.5404251285714285,6.788571428999999
30.8864686,0.76711941,10.307
31.2210448,0.8122406413333334,11.209
31.31397713333333,0.636164586,9.043625
31.66299653333333,0.7332435986666667,10.39342857
31.617256666666663,0.5838647386666667,9.071142857
31.3661072,0.5023924839999999,6.833625
31.42362873333333,0.435684946,6.122571429
31.98976833333333,0.5959771373333332,7.788625
32.24326421428572,0.5345009864285714,6.779285713999999
32.3501976,0.5149644066666667,6.980125
32.436879733333335,0.5036263826666665,6.886571429
32.52414946666667,0.419735824,5.465375
32.328025399999994,0.349962358,4.726571429
32.103391466666665,0.261408532,3.639625
32.029101733333334,0.2276812526666666,3.143285714
31.9597596,0.191869824,2.653125
31.90710457142857,0.1755969835714285,2.414571429
31.88745533333333,0.150128168,2.08025
31.747082466666665,0.1337432077333333,1.837
31.540801866666666,0.109053603,1.515714286
31.300166866666668,0.0795873111333333,1.11275
31.0485982,0.0504507636666666,0.714
30.311684133333333,0.0262128633333333,0.373625
29.54822573333333,0.0088122812133333,0.1201428571
28.97306333333333,0.00035944967324,0.0
28.6859842,0.0,0.0
28.310195785714285,0.0,0.0
27.9578898,0.0,0.0
27.57085773333333,0.0,0.0
27.256431,0.0,0.0
26.941198600000003,0.0,0.0
26.701993733333328,0.0,0.0
26.483793,0.0,0.0
26.31202485714285,0.0,0.0
26.0082478,0.0,0.0
25.61655473333333,0.0,0.0
25.28644193333333,0.0,0.0
25.1239094,0.0,0.0
25.0534728,0.0,0.0
24.8400106,0.0,0.0
24.612066533333333,0.0,0.0
24.492980857142857,0.0,0.0
24.461625066666663,0.0,0.0
24.39256806666667,0.0,0.0
24.3780212,0.0,0.0
24.2493468,0.0,0.0
24.170165933333333,0.0,0.0
24.011531466666668,0.0,0.0
23.8949484,0.0,0.0
23.936809,0.0,0.0
23.879315066666667,0.0,0.0
23.75795086666667,0.0,0.0
23.732131937500004,0.0,0.0
23.726536066666668,0.0,0.0
23.5248778,0.0,0.0
23.45815413333333,0.0,0.0
23.3887412,0.0,0.0
23.265284928571425,0.0,0.0
23.317295400000003,0.0,0.0
23.213891600000004,0.0,0.0
22.9518738,0.0,0.0
22.941931,0.0,0.0
22.86391193333333,0.0,0.0
22.822157866666668,0.0,0.0
22.8671814,0.0,0.0
22.746960466666668,0.0,0.0
22.567999266666664,0.0,0.0
22.572514071428568,0.0,0.0
22.549147400000003,0.0,0.0
22.5879394,0.000333454882,0.0
22.69311313333333,0.00478462602,0.0
22.79481626666667,0.0123497075333333,0.10775
22.685673066666663,0.0341808814,0.404
22.94856573333333,0.0679046076,0.8065
23.29249893333333,0.1069960559333333,1.285714286
23.61099233333333,0.1964333966666666,2.2995
23.908458142857143,0.2219224921428571,2.6905714290000002
24.331876666666663,0.3224647546666666,4.08925
25.0617614,0.3787024119999999,4.942285714
25.646803733333336,0.3835502693333333,4.9165
26.14622593333333,0.4169753466666666,5.1297142860000005
27.030932600000003,0.561811632,7.1855
27.683191,0.5760844593333334,6.370571429
27.985940285714285,0.4417064292857143,6.6865
28.59910273333333,0.626964662,7.851285713999999
29.23562,0.7723580713333332,9.423
30.091312666666663,0.7535374446666667,9.109875
30.02618813333333,0.7175451686666666,9.028142857
30.158901066666665,0.685881602,10.59175
31.06742553333333,0.8551090753333334,11.41642857
31.16485806666667,0.8123890526666666,10.873
31.53113,0.997903636,10.16014286
32.317808071428566,0.97745754,11.11675
32.5278644,0.869908956,9.632571429
32.495967666666665,0.635450962,5.715125
32.98554906666667,0.7835893886666667,10.496142859999999
33.10833713333334,0.6696705126666667,6.9035
33.64918780000001,0.8371243526666667,10.64014286
33.88692626666666,0.4224988753333333,7.0815
33.053440333333334,0.4517712339999999,7.458714286
33.727413,0.7428897426666667,9.721
34.05229864285714,0.6250849942857142,8.383
34.48483913333333,0.6977725753333333,8.658
34.304164533333335,0.4311784306666666,4.4524285710000004
34.02411533333334,0.3150899026666667,3.0398571430000003
34.147082733333335,0.6598271179999999,9.126625
35.109771733333325,0.6836362013333332,8.998857142999999
35.25248613333334,0.5102416726666666,7.191375
34.98165257142857,0.5909004857142856,7.316571429
34.6127872,0.289312882,4.029875
34.73750799999999,0.4533658826666666,5.536
31.03193885714285,0.3384331157142856,4.098857143
29.56562293333333,0.2913128866666666,3.73
29.363769533333336,0.257869254,3.425125
28.750748666666663,0.1410015502666666,1.892142857
28.2966472,0.1170341706666666,1.564875
27.601739071428568,0.0945128417142857,1.279571429
26.728900000000003,0.0617229363333333,0.79725
26.354187066666668,0.0236255477666666,0.27785714289999996
26.136122600000004,0.0103677880266666,0.108125
26.141086733333328,0.0008371204092466,0.0
25.99661440000001,0.0,0.0
25.8602378,0.0,0.0
25.983874333333333,0.0,0.0
25.908121666666663,0.0,0.0
25.816386571428573,0.0,0.0
25.671177266666668,0.0,0.0
25.501432266666665,0.0,0.0
25.29024046666667,0.0,0.0
25.28608,0.0,0.0
25.382098400000004,0.0,0.0
22.50401006666667,0.0,0.0
21.507785933333327,0.0,0.0
21.294806357142853,0.0,0.0
21.23754673333333,0.0,0.0
21.260813466666665,0.0,0.0
21.314433,0.0,0.0
21.31589153333333,0.0,0.0
21.2205322,0.0,0.0
21.216575066666667,0.0,0.0
21.273112,0.0,0.0
21.209418285714285,0.0,0.0
21.1556906,0.0,0.0
21.0414368,0.0,0.0
21.14206753333333,0.0,0.0
21.13725773333333,0.0,0.0
21.070792666666662,0.0,0.0
20.989664666666663,0.0,0.0
20.983842,0.0,0.0
21.027005866666663,0.0,0.0
20.969343142857145,0.0,0.0
21.007230733333337,0.0,0.0
21.13065793333333,0.0,0.0
21.211199999999995,0.0,0.0
21.25834353333333,0.0,0.0
21.351094533333328,0.0,0.0
21.370375666666664,0.0,0.0
21.3891804,0.0,0.0
21.4589906,0.0,0.0
21.18773193333333,0.0,0.0
21.036965428571428,0.0,0.0
20.961525466666664,0.0,0.0
21.00024833333333,0.0,0.0
21.127661266666664,0.0,0.0
21.194393066666667,0.0,0.0
21.265387133333327,0.0005199656633333,0.0
21.30836173333333,0.00859414896,0.072625
21.431498266666665,0.0283668289333333,0.3641428571
21.610323285714287,0.0539561357142857,0.712375
21.672629800000003,0.0805502275333333,1.076857143
21.834507400000003,0.1175455726666666,1.603
22.19873053333333,0.187030046,2.5252857140000002
22.696124266666665,0.2446230293333333,3.09925
23.109639466666664,0.119259876,1.6065714290000002
23.232289466666664,0.0829558039333333,1.185142857
23.337219066666663,0.0897481783333333,1.30175
23.50864866666667,0.1180922946666666,1.721857143
23.5459355,0.1246440646428571,1.81875
23.7412598,0.1154349828,1.6972857140000002
23.763322,0.1104082978666666,1.647
23.76201373333333,0.0963806904,1.424571429
23.76213573333333,0.0992951618,1.47425
23.8746256,0.112813087,1.665857143
23.838385,0.1422467350666666,2.06575
24.006947666666665,0.20888875,2.999
24.324541357142856,0.374390925,5.274875
24.86980793333333,0.4349046853333333,5.922714286000001
25.1295838,0.4847505873333333,6.45475
25.289666666666665,0.3514650546666666,4.789857143
25.215167266666665,0.4148831933333333,5.844
25.70663053333333,0.5623129906666666,7.632857143
26.310502066666665,0.6032151686666668,8.024625
26.840596666666663,0.5932437233333331,7.755428571
26.93235466666667,0.5511298453333334,7.566285713999999
27.019004333333328,0.5673698246666667,7.234
27.123125214285714,0.7228268242857143,8.938714286
27.371873,0.8068469279999999,10.71175
27.86127913333333,0.97148052,12.23885714
28.367100066666666,0.7235532206666667,9.33925
27.717987066666662,0.344136892,4.601142857
27.390254733333336,0.453461884,6.379625
27.21775093333333,0.4386813753333332,5.844285714
27.2929586,0.5478691779999999,7.24975
27.22515273333333,0.555787044,7.443142857
27.56823728571429,0.52508064,7.063625
27.814182533333334,0.496169466,6.533142857
27.823516666666663,0.4127974533333334,5.53025
27.479427066666663,0.299364092,3.755714286
27.230830933333333,0.2568065713333334,3.45875
27.048868933333328,0.1971915986666666,2.627285714
26.624064000000004,0.1492800746666666,2.073
